"_","Id","Business_Case__c","Snapshot_Month__c","Total_Reagent_Sales__c","YTD_Sales__c","Total_Reagent_Sales_Till_Date__c","Target_Sales__c","Performance_Status__c","Contract_Months_Elapsed__c","Avg_Reagent_Sales_Per_Month__c","Deficit_Cost_Covered__c","Margin_Percent_Snapshot__c","Margin_On_Reagent_Sale__c","Margin_till_Date__c","Payback_Remaining__c","Snapshot_Created_Date__c","Processing_Status__c"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzCMAS","a0BQ800000O2aZIMAZ","2025-01-01","536000","536000","536000","380500","On Track","1","536000","155500","25","134000","134000","1734000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzDMAS","a0BQ800000O2aZIMAZ","2025-05-01","0","536000","536000","380500","Behind","5","107200","-1366500","25","0","134000","1734000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzEMAS","a0BQ800000O2aZIMAZ","2025-06-01","1018000","1554000","1554000","380500","On Track","6","259000","-729000","25","254500","388500","716000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzFMAS","a0BQ800000O2aZIMAZ","2025-08-01","0","1554000","1554000","380500","Behind","8","194250","-1490000","25","0","388500","716000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzGMAS","a0BQ800000O2aZIMAZ","2025-09-01","15593.76","1569593.76","1569593.76","380500","Behind","9","174399.30666666667","-1854906.24","25","3898.44","392398.44","700406.24","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzHMAS","a0BQ800000O2aZJMAZ","2023-10-01","1812330.5","1812330.5","1812330.5","29400","On Track","1","1812330.5","1782930.5","40","724932.2","724932.2","1287669.5","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzIMAS","a0BQ800000O2aZJMAZ","2023-12-01","0","1812330.5","1812330.5","29400","Behind","1","1812330.5","1782930.5","40","0","724932.2","1287669.5","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzJMAS","a0BQ800000O2aZJMAZ","2024-01-01","0","0","1812330.5","29400","Behind","1","1812330.5","-29400","40","0","724932.2","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzKMAS","a0BQ800000O2aZJMAZ","2024-02-01","0","0","1812330.5","29400","Behind","1","1812330.5","-29400","40","0","724932.2","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzLMAS","a0BQ800000O2aZJMAZ","2024-04-01","0","0","1812330.5","29400","Behind","1","1812330.5","-29400","40","0","724932.2","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzMMAS","a0BQ800000O2aZJMAZ","2024-07-01","0","0","1812330.5","29400","Behind","1","1812330.5","-29400","40","0","724932.2","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzNMAS","a0BQ800000O2aZJMAZ","2024-10-01","2491525.5","2491525.5","4303856","29400","On Track","1","4303856","2462125.5","40","996610.2","1721542.4","608474.5","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzOMAS","a0BQ800000O2aZJMAZ","2025-03-01","0","0","4303856","29400","Behind","1","4303856","-29400","40","0","1721542.4","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzPMAS","a0BQ800000O2aZJMAZ","2025-04-01","0","0","4303856","29400","Behind","1","4303856","-29400","40","0","1721542.4","3100000","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzQMAS","a0BQ800000O2aZJMAZ","2025-10-01","58220.1","58220.1","4362076.1","29400","On Track","1","4362076.1","28820.1","40","23288.04","1744830.44","3041779.9","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzRMAS","a0BQ800000O2aZKMAZ","2022-05-01","213675.22","213675.22","213675.22","272436","Behind","1","213675.22","-58760.78","45","96153.849","96153.849","4121324.78","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzSMAS","a0BQ800000O2aZKMAZ","2023-11-01","84223.73","84223.73","297898.95","272436","Behind","1","297898.95","-188212.27","45","37900.6785","134054.5275","4250776.27","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzTMAS","a0BQ800000O2aZKMAZ","2024-07-01","258474.57","258474.57","556373.52","272436","At Risk","1","556373.52","-13961.43","45","116313.5565","250368.084","4076525.43","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzUMAS","a0BQ800000O2aZKMAZ","2024-08-01","494000","752474.57","1050373.52","272436","On Track","1","1050373.52","480038.57","45","222300","472668.084","3582525.43","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzVMAS","a0BQ800000O2aZKMAZ","2024-09-01","354880","1107354.57","1405253.52","272436","On Track","1","1405253.52","834918.57","45","159696","632364.084","3227645.43","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzWMAS","a0BQ800000O2aZKMAZ","2024-12-01","280000","1387354.57","1685253.52","272436","On Track","1","1685253.52","1114918.57","45","126000","758364.084","2947645.43","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzXMAS","a0BQ800000O2aZNMAZ","2025-05-01","1743500","1743500","1743500","1012173","On Track","1","1743500","731327","40","697400","697400","2427588","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzYMAS","a0BQ800000O2aZNMAZ","2025-06-01","2893500","4637000","4637000","1012173","On Track","2","2318500","2612654","40","1157400","1854800","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzZMAS","a0BQ800000O2aZNMAZ","2025-07-01","1007000","5644000","5644000","1012173","At Risk","3","1881333.3333333333","2607481","40","402800","2257600","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzaMAC","a0BQ800000O2aZNMAZ","2025-08-01","3398750","9042750","9042750","1012173","On Track","4","2260687.5","4994058","40","1359500","3617100","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzbMAC","a0BQ800000O2aZNMAZ","2025-09-01","3286386.08","12329136.08","12329136.08","1012173","On Track","5","2465827.216","7268271.08","40","1314554.432","4931654.432","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzcMAC","a0BQ800000O2aZNMAZ","2025-10-01","5007990.3","17337126.38","17337126.38","1012173","On Track","6","2889521.0633333335","11264088.38","40","2003196.12","6934850.552","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzdMAC","a0BQ800000O2aZNMAZ","2025-11-01","3905050.46","21242176.84","21242176.84","1012173","On Track","7","3034596.6914285715","14156965.84","40","1562020.184","8496870.736","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzeMAC","a0BQ800000O2aZXMAZ","2021-02-01","16200","16200","16200","400000","Behind","12","1350","-4783800","45","7290","7290","4504075","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzfMAC","a0BQ800000O2aZXMAZ","2021-04-01","509184","525384","525384","400000","On Track","10","52538.4","-3474616","45","229132.8","236422.8","3994891","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzgMAC","a0BQ800000O2aZXMAZ","2021-06-01","80640","606024","606024","400000","Behind","8","75753","-2593976","45","36288","272710.8","3914251","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzhMAC","a0BQ800000O2aZXMAZ","2022-03-01","348553","348553","954577","400000","Behind","1","954577","-51447","45","156848.85","429559.65","4171722","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkziMAC","a0BQ800000O2aZXMAZ","2022-05-01","642657","991210","1597234","400000","On Track","3","532411.3333333334","-208790","45","289195.65","718755.3","3529065","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzjMAC","a0BQ800000O2aZXMAZ","2022-10-01","809044","1800254","2406278","400000","On Track","8","300784.75","-1399746","45","364069.8","1082825.1","2720021","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzkMAC","a0BQ800000O2aZXMAZ","2022-12-01","409869","2210123","2816147","400000","On Track","10","281614.7","-1789877","45","184441.05","1267266.15","2310152","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzlMAC","a0BQ800000O2aZXMAZ","2023-01-01","145575","145575","2961722","400000","Behind","11","269247.45454545453","-4254425","45","65508.75","1332774.9","4374700","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzmMAC","a0BQ800000O2aZXMAZ","2023-05-01","510146","655721","3471868","400000","On Track","15","231457.86666666667","-5344279","45","229565.7","1562340.6","3864554","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkznMAC","a0BQ800000O2aZXMAZ","2023-07-01","447781","1103502","3919649","400000","On Track","17","230567.58823529413","-5696498","45","201501.45","1763842.05","3416773","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzoMAC","a0BQ800000O2aZXMAZ","2023-09-01","89572","1193074","4009221","400000","Behind","19","211011.63157894736","-6406926","45","40307.4","1804149.45","3327201","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzpMAC","a0BQ800000O2aZXMAZ","2023-10-01","918646","2111720","4927867","400000","On Track","20","246393.35","-5888280","45","413390.7","2217540.15","2408555","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzqMAC","a0BQ800000O2aZXMAZ","2023-11-01","259086","2370806","5186953","400000","Behind","21","246997.7619047619","-6029194","45","116588.7","2334128.85","2149469","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzrMAC","a0BQ800000O2aZXMAZ","2023-12-01","376009","2746815","5562962","400000","At Risk","22","252861.9090909091","-6053185","45","169204.05","2503332.9","1773460","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzsMAC","a0BQ800000O2aZXMAZ","2024-02-01","324345","324345","5887307","400000","Behind","24","245304.45833333334","-9275655","45","145955.25","2649288.15","4195930","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkztMAC","a0BQ800000O2aZXMAZ","2024-03-01","19245","343590","5906552","400000","Behind","25","236262.08","-9656410","45","8660.25","2657948.4","4176685","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzuMAC","a0BQ800000O2aZXMAZ","2024-04-01","225042","568632","6131594","400000","Behind","26","235830.53846153847","-9831368","45","101268.9","2759217.3","3951643","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzvMAC","a0BQ800000O2aZXMAZ","2024-05-01","677282","1245914","6808876","400000","On Track","27","252180.59259259258","-9554086","45","304776.9","3063994.2","3274361","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzwMAC","a0BQ800000O2aZXMAZ","2024-07-01","710770","1956684","7519646","400000","On Track","29","259298.1379310345","-9643316","45","319846.5","3383840.7","2563591","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzxMAC","a0BQ800000O2aZXMAZ","2024-09-01","29800","1986484","7549446","400000","Behind","31","243530.51612903227","-10413516","45","13410","3397250.7","2533791","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzyMAC","a0BQ800000O2aZXMAZ","2024-10-01","298061","2284545","7847507","400000","Behind","32","245234.59375","-10515455","45","134127.45","3531378.15","2235730","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQkzzMAC","a0BQ800000O2aZXMAZ","2024-11-01","610185","2894730","8457692","400000","On Track","33","256293.69696969696","-10305270","45","274583.25","3805961.4","1625545","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl00MAC","a0BQ800000O2aZXMAZ","2024-12-01","41090","2935820","8498782","400000","Behind","34","249964.17647058822","-10664180","45","18490.5","3824451.9","1584455","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl01MAC","a0BQ800000O2aZXMAZ","2025-01-01","269486","269486","8768268","400000","Behind","35","250521.94285714286","-13730514","45","121268.7","3945720.6","4250789","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl02MAC","a0BQ800000O2aZXMAZ","2025-02-01","487678","757164","9255946","400000","On Track","36","257109.61111111112","-13642836","45","219455.1","4165175.7","3763111","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl03MAC","a0BQ800000O2aZXMAZ","2025-03-01","93646","850810","9349592","400000","Behind","37","252691.67567567568","-13949190","45","42140.7","4207316.4","3669465","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl04MAC","a0BQ800000O2aZXMAZ","2025-04-01","1110653","1961463","10460245","400000","On Track","38","275269.6052631579","-13238537","45","499793.85","4707110.25","2558812","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl05MAC","a0BQ800000O2aZXMAZ","2025-05-01","10602","1972065","10470847","400000","Behind","39","268483.25641025644","-13627935","45","4770.9","4711881.15","2548210","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl06MAC","a0BQ800000O2aZXMAZ","2025-06-01","87624","2059689","10558471","400000","Behind","40","263961.775","-13940311","45","39430.8","4751311.95","2460586","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl07MAC","a0BQ800000O2aZXMAZ","2025-07-01","45600","2105289","10604071","400000","Behind","41","258635.8780487805","-14294711","45","20520","4771831.95","2414986","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl08MAC","a0BQ800000O2aZXMAZ","2025-08-01","815305","2920594","11419376","400000","On Track","42","271889.90476190473","-13879406","45","366887.25","5138719.2","1599681","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl09MAC","a0BQ800000O2aZXMAZ","2025-09-01","336333","3256927","11755709","400000","Behind","43","273388.5813953488","-13943073","45","151349.85","5290069.05","1263348","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0AMAS","a0BQ800000O2aZXMAZ","2025-10-01","571545","3828472","12327254","400000","On Track","44","280164.86363636365","-13771528","45","257195.25","5547264.3","691803","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0BMAS","a0BQ800000O2aZXMAZ","2025-11-01","-18142","3810330","12309112","400000","Behind","45","273535.8222222222","-14189670","45","-8163.9","5539100.4","709945","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0CMAS","a0BQ800000O2aZYMAZ","2025-04-01","238820","238820","238820","92242","On Track","1","238820","146578","40","95528","95528","2085607","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0DMAS","a0BQ800000O2c3NMAR","2024-08-01","1065505","1065505","1065505","915965","On Track","4","266376.25","-2598355","40","426202","426202","15394495","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0EMAS","a0BQ800000O2c3NMAR","2024-09-01","0","1065505","1065505","915965","Behind","3","355168.3333333333","-1682390","40","0","426202","15394495","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0FMAS","a0BQ800000O2c3NMAR","2024-10-01","78277","1143782","1143782","915965","Behind","2","571891","-688148","40","31310.8","457512.8","15316218","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0GMAS","a0BQ800000O2c3NMAR","2024-11-01","1540420","2684202","2684202","915965","On Track","1","2684202","1768237","40","616168","1073680.8","13775798","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0HMAS","a0BQ800000O2c3NMAR","2024-12-01","561386","3245588","3245588","915965","Behind","0","0","0","40","224554.4","1298235.2","13214412","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0IMAS","a0BQ800000O2c3NMAR","2025-01-01","4892044","4892044","8137632","915965","On Track","1","8137632","3976079","40","1956817.6","3255052.8","11567956","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0JMAS","a0BQ800000O2c3NMAR","2025-02-01","5013144","9905188","13150776","915965","On Track","2","6575388","8073258","40","2005257.6","5260310.4","6554812","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0KMAS","a0BQ800000O2c3NMAR","2025-03-01","452331","10357519","13603107","915965","Behind","3","4534369","7609624","40","180932.4","5441242.8","6102481","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0LMAS","a0BQ800000O2c3NMAR","2025-04-01","477192","10834711","14080299","915965","Behind","4","3520074.75","7170851","40","190876.8","5632119.6","5625289","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0MMAS","a0BQ800000O2c3NMAR","2025-05-01","5945335","16780046","20025634","915965","On Track","5","4005126.8","12200221","40","2378134","8010253.6","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0NMAS","a0BQ800000O2c3NMAR","2025-06-01","1056100","17836146","21081734","915965","On Track","6","3513622.3333333335","12340356","40","422440","8432693.6","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0OMAS","a0BQ800000O2c3NMAR","2025-07-01","2496246","20332392","23577980","915965","On Track","7","3368282.8571428573","13920637","40","998498.4","9431192","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0PMAS","a0BQ800000O2c3NMAR","2025-08-01","1965842","22298234","25543822","915965","On Track","8","3192977.75","14970514","40","786336.8","10217528.8","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0QMAS","a0BQ800000O2c3NMAR","2025-09-01","5728739.98","28026973.98","31272561.98","915965","On Track","9","3474729.1088888887","19783288.98","40","2291495.992","12509024.792","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0RMAS","a0BQ800000O2c3NMAR","2025-10-01","2714424.8","30741398.78","33986986.78","915965","On Track","10","3398698.678","21581748.78","40","1085769.92","13594794.712","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0SMAS","a0BQ800000O2c3NMAR","2025-11-01","5715940.06","36457338.84","39702926.84","915965","On Track","11","3609356.9854545454","26381723.84","40","2286376.024","15881170.736","0","2025-11-27","Completed"
"[Business_Case_Sales_Snapshot__c]","a0AQ800000lQl0TMAS","a0BQ800000O2c6bMAB","2025-05-01","0","0","0","2024346","Behind","1","0","-2024346","45","0","0","8342176","2025-11-27","Completed"
