External_Id__c,Account_Name__c,Active__c,Asset_Level__c,Asset_Name__c,Competitor_Asset__c,Consequence_Of_Failure__c,Delivered_Date__c,Description__c,Digital_Asset_Status__c,InActive_Date__c,Install_Date__c,IsInternal__c,Manufacture_Date__c,Price__c,Product_Code__c,Product_Description__c,Product_Family__c,Purchase_Date__c,Quantity__c,Reminder_Date__c,SAP_Account_No__c,Search__c,Serial_Number__c,Status_Reason__c,Status__c,StockKeepingUnit__c,Usage_End_Date__c,Uuid__c,Agreement_Availability_Status__c,Agreement_Date__c,Approval_Date__c,Invalid__c,Issue_Date__c,Remarks__c,Product__c
,,true,,,false,,,,,,,false,,,,,,,,,,--,25-1603,,Invoiced/Sold,,,,,,,false,,,a03Q800000bWuXmIAK
,,true,,,false,,,,,,,false,,,,,,,,,,--,5804-2-203302,,Invoiced/Sold,,,,,,,false,,,a03Q800000bX8BYIA0
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX8BYIA0
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX8L2IAK
,,true,,,false,,,,,,,false,,,,,,,,2026-03-10,,--,25-47831,,Demo,,,,,,,false,,,a03Q800000bX7SvIAK
,,true,,,false,,,,,,,false,,,,,,,,,,--,123021,,Invoiced/Sold,,,,,,,false,,,a03Q800000bX7yYIAS
,,true,,,false,,,,,,,false,,,,,,,,,,--,12-5048,,Invoiced/Sold,,,,,,,false,,,a03Q800000bX7SvIAK
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX89aIAC
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bWavgIAC
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX8BYIA0
,,true,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bWasyIAC
,,true,,,false,,,,,,,false,,,,,,,,,,--,126054,,RR,,,,,,,false,,,a03Q800000bX7yYIAS
3002000093,,true,,,false,,,,,,,false,,,,,,,,,,--,TE11042147003,,RR,,,,,,,false,,,a03Q800000bX83CIAS
,,false,,,false,,,,,,,false,,,,,,,,,,--,122534,,,,,,,,,false,,,a03Q800000bX7yYIAS
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX889IAC
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bWavgIAC
,,false,,,false,,,,,,,false,,,,,,,,,,--,,,Initial Assessment,,,,,,,false,,,a03Q800000bX89aIAC
,,true,,,false,,,,,,,false,,,,,,,,2026-04-30,,--,1111,,Demo,,,,,,,false,,,a03Q800000bX8JGIA0
